_id,place_id,category,name,gift_aid_amount,gift_aid_currency,group_minimum,group_name,standard_amount,standard_currency
464,201,Whole property,Child,660,GBP,,,600,GBP
465,201,Whole property,Family,3300,GBP,,,3000,GBP
466,201,Whole property,,1960,GBP,,,1800,GBP
467,201,Whole property,Adult,,,15,Group,1140,GBP
468,201,Whole property,Child,,,15,Group,570,GBP
469,202,Garden,Adult,660,GBP,,,600,GBP
470,202,Garden,Child,330,GBP,,,300,GBP
471,202,Garden,Family,1650,GBP,,,1500,GBP
472,202,Garden,Family 1 adult,990,GBP,,,900,GBP
473,204,Whole property,Adult,660,GBP,,,600,GBP
474,204,Whole property,Child,330,GBP,,,300,GBP
475,204,Whole property,Family,1650,GBP,,,1500,GBP
476,204,Whole property,Adult,,,10,Group,500,GBP
477,204,Whole property,Child,,,10,Group,250,GBP
478,206,Fort,Adult,,,,,500,GBP
479,206,Fort,Child,,,,,250,GBP
480,206,Fort,Family,,,,,1250,GBP
481,207,Garden only,Adult,,,,,800,GBP
482,207,Garden only,Child,,,,,400,GBP
483,207,Garden only,Family,,,,,2000,GBP
484,207,Garden only,"1 adult, up to 3 children",,,,,1200,GBP
485,207,Garden only,Adult,,,0,Group,750,GBP
486,207,Garden only,Child,,,0,Group,350,GBP
487,207,Manor and Garden,Adult,,,,,1100,GBP
488,207,Manor and Garden,Child,,,,,550,GBP
489,207,Manor and Garden,Family,,,,,2750,GBP
490,207,Manor and Garden,"1 adult, up to 3 children",,,,,1650,GBP
491,207,Manor and Garden,Adult,,,0,Group,1000,GBP
492,207,Manor and Garden,Child,,,0,Group,500,GBP
493,211,Whole property,Adult,,,,,350,GBP
494,211,Whole property,Child,,,,,250,GBP
495,212,Garden,Adult,1540,GBP,,,1400,GBP
496,212,Garden,Child,770,GBP,,,700,GBP
497,212,Garden,Family,3850,GBP,,,3500,GBP
498,212,Garden,"Family, 1 adult 3 children",2310,GBP,,,2100,GBP
499,218,Whole property,Adult,1540,GBP,,,1400,GBP
500,218,Whole property,Child,770,GBP,,,700,GBP
501,218,Whole property,Family,3850,GBP,,,3500,GBP
502,218,Whole property,"Family 1 adult, 2 children",2310,GBP,,,2100,GBP
503,218,Whole property,Car parking (non-members),,,,,400,GBP
504,218,Whole property,Adult,,,15,Group,1330,GBP
505,218,Whole property,Child,,,15,Group,665,GBP
506,216,Day ticket,Adult,1980,GBP,,,1800,GBP
507,216,Day ticket,Child,990,GBP,,,900,GBP
508,216,Day ticket,Family,4950,GBP,,,4500,GBP
509,216,Day ticket,Family one adult,2970,GBP,,,2700,GBP
510,220,Non-member admission from 1 January 2022,Adult,1430,GBP,,,1300,GBP
511,220,Non-member admission from 1 January 2022,Child,720,GBP,,,650,GBP
512,220,Non-member admission from 1 January 2022,Family,3580,GBP,,,3250,GBP
513,220,Non-member admission from 1 January 2022,Family (One Adult),2180,GBP,,,1950,GBP
514,222,Garden and Studio,Adult,1540,GBP,,,1400,GBP
515,222,Garden and Studio,Child,770,GBP,,,700,GBP
516,222,Garden and Studio,Family,3850,GBP,,,3500,GBP
517,222,Garden and Studio,One adult and up to three children,2310,GBP,,,2100,GBP
518,222,"House, Garden and Studio",Adult,2200,GBP,,,2000,GBP
519,222,"House, Garden and Studio",Child,1100,GBP,,,1000,GBP
520,222,"House, Garden and Studio",Family,5500,GBP,,,5000,GBP
521,222,"House, Garden and Studio",One adult and up to three children,3300,GBP,,,3000,GBP
522,224,General Admission,Adult,880,GBP,,,800,GBP
523,224,General Admission,Child,440,GBP,,,400,GBP
524,224,General Admission,Family,2200,GBP,,,2000,GBP
525,224,General Admission,Family (One Adult),1320,GBP,,,1200,GBP
526,224,General Admission,Adult,,,0,Group,760,GBP
527,225,Garden & estate,Adult,,,,,900,GBP
528,225,Garden & estate,Child,,,,,450,GBP
529,225,Garden & estate,Family,,,,,2250,GBP
530,225,Garden & estate,"One adult, two children",,,,,1350,GBP
531,228,Garden,Adult,830,GBP,,,750,GBP
532,228,Garden,Child,420,GBP,,,375,GBP
533,228,Garden,Family,2070,GBP,,,1875,GBP
534,228,Garden,Adult,,,10,Group,675,GBP
535,228,Garden,Child,,,10,Group,340,GBP
536,232,Whole property from 1st March 2022,Adult,1430,GBP,,,1300,GBP
537,232,Whole property from 1st March 2022,Child,720,GBP,,,650,GBP
538,232,Whole property from 1st March 2022,Family,3580,GBP,,,3250,GBP
539,232,Whole property from 1st March 2022,Family one adult ,2150,GBP,,,1950,GBP
540,232,Whole property from 1st March 2022,Adult,,,0,Group,1250,GBP
541,232,Whole property from 1st March 2022,Child,,,0,Group,600,GBP
542,235,Whole property,Adult,,,,,550,GBP
543,235,Whole property,Child,,,,,275,GBP
544,235,Whole property,Family,,,,,1375,GBP
545,235,Whole property,Family One Adult,,,,,825,GBP
546,234,Mansion house and gardens ,Adult,1210,GBP,,,1100,GBP
547,234,Mansion house and gardens ,Child,610,GBP,,,550,GBP
548,234,Mansion house and gardens ,Family,3030,GBP,,,2750,GBP
549,234,Mansion house and gardens ,One adult and up to three children,1820,GBP,,,1650,GBP
550,239,Whole property,Adult,660,GBP,,,600,GBP
551,239,Whole property,Child,330,GBP,,,300,GBP
552,239,Whole property,Family,1650,GBP,,,1500,GBP
553,239,Whole property,"Family, one adult",990,GBP,,,900,GBP
554,239,Whole property,Adult,,,0,Group,485,GBP
555,236,"Whole Estate - Hall, Garden, Park and Farm",Adult,1980,GBP,,,1800,GBP
556,236,"Whole Estate - Hall, Garden, Park and Farm",Child,990,GBP,,,900,GBP
557,236,"Whole Estate - Hall, Garden, Park and Farm",Family,4950,GBP,,,4500,GBP
558,236,"Whole Estate - Hall, Garden, Park and Farm",One adult family ,2970,GBP,,,2700,GBP
559,236,Gardens and Parkland ,Adult,990,GBP,,,900,GBP
560,236,Gardens and Parkland ,Child,495,GBP,,,450,GBP
561,236,Gardens and Parkland ,Family,2475,GBP,,,2250,GBP
562,236,Gardens and Parkland ,One adult family ,1485,GBP,,,1350,GBP
563,240,"Whole Estate Ticket - House, Gardens and Parkland",Adult,1210,GBP,,,1100,GBP
564,240,"Whole Estate Ticket - House, Gardens and Parkland",Child,610,GBP,,,550,GBP
565,240,"Whole Estate Ticket - House, Gardens and Parkland",Family,3030,GBP,,,2750,GBP
566,240,"Whole Estate Ticket - House, Gardens and Parkland",1 Adult and up to 3 children,1820,GBP,,,1650,GBP
567,240,"Whole Estate Ticket - House, Gardens and Parkland",Adult,,,12,Group,1045,GBP
568,240,"Whole Estate Ticket - House, Gardens and Parkland",Child,,,12,Group,523,GBP
569,243,Whole property,Adult,,,,,650,GBP
570,243,Whole property,Child,,,,,325,GBP
571,243,Whole property,Family,,,,,1625,GBP
572,243,Whole property,Family one adult ,,,,,975,GBP
573,244,House and Gardens ,Adult,1050,GBP,,,950,GBP
574,244,House and Gardens ,Child,525,GBP,,,475,GBP
575,244,House and Gardens ,Family,2620,GBP,,,2375,GBP
576,244,House and Gardens ,1 Adult Family,1570,GBP,,,1425,GBP
577,244,Gardens only ,Adult,550,GBP,,,500,GBP
578,244,Gardens only ,Child,275,GBP,,,250,GBP
579,244,Gardens only ,Family,1375,GBP,,,1250,GBP
580,244,Gardens only ,1 Adult Family,825,GBP,,,750,GBP
581,249,Crook Hall Gardens,Adult,880,GBP,,,800,GBP
582,249,Crook Hall Gardens,Child,440,GBP,,,400,GBP
583,249,Crook Hall Gardens,Family,2200,GBP,,,2000,GBP
584,249,Crook Hall Gardens,Family one adult,1320,GBP,,,1200,GBP
585,249,Crook Hall Gardens,Adult,,,15,Group,760,GBP
586,249,Crook Hall Gardens,Child,,,15,Group,380,GBP
587,252,Admission,Adult,1650,GBP,,,1500,GBP
588,252,Admission,Child,830,GBP,,,750,GBP
589,252,Admission,Family,4130,GBP,,,3750,GBP
590,252,Admission,1 adult family,2480,GBP,,,2250,GBP
591,254,Hill Top House & Garden,Adult,1540,GBP,,,1400,GBP
592,254,Hill Top House & Garden,Child,770,GBP,,,700,GBP
593,254,Hill Top House & Garden,Family,3850,GBP,,,3500,GBP
594,254,Hill Top House & Garden,Family 1 Adult ,2310,GBP,,,2100,GBP
595,256,Admission 2022,Adult,,,,,800,GBP
596,256,Admission 2022,Child,,,,,400,GBP
597,256,Admission 2022,Family,,,,,2000,GBP
598,256,Admission 2022,"1 adult, 2 children",,,,,1600,GBP
599,257,Whole Property,Adult,880,GBP,,,800,GBP
600,257,Whole Property,Child,440,GBP,,,400,GBP
601,257,Whole Property,Family,2200,GBP,,,2000,GBP
602,257,Whole Property,One adult family,1320,GBP,,,1200,GBP
603,257,Whole Property,Adult,,,15,Group,720,GBP
604,257,Whole Property,Child,,,15,Group,360,GBP
605,260,Whole property,Adult,,,,,650,GBP
606,260,Whole property,Child,,,,,325,GBP
607,260,Whole property,Family,,,,,1625,GBP
608,260,Whole property,"Family, one adult",,,,,975,GBP
609,261,Car park,Whole day,,,,,800,GBP
610,262,Whole property,Adult,880,GBP,,,800,GBP
611,262,Whole property,Child,440,GBP,,,400,GBP
612,262,Whole property,Family,2200,GBP,,,2000,GBP
613,262,Whole property,1 adult and up to 3 children,1320,GBP,,,1200,GBP
614,265,Whole property,Adult,830,GBP,,,750,GBP
615,265,Whole property,Child,420,GBP,,,375,GBP
616,265,Whole property,Family,2070,GBP,,,1875,GBP
617,265,Whole property,Family one adult,1240,GBP,,,1125,GBP
618,265,Whole property,Adult,,,15,Group,715,GBP
619,265,Whole property,Child,,,15,Group,360,GBP
620,267,Whole property,Adult,,,,,1495,GBP
621,267,Whole property,Child,,,,,750,GBP
622,270,Admission 2022,Adult,1430,GBP,,,1300,GBP
623,270,Admission 2022,Child,720,GBP,,,650,GBP
624,270,Admission 2022,Family,3580,GBP,,,3250,GBP
625,270,Admission 2022,One adult family,2150,GBP,,,1950,GBP
626,270,Admission 2022,Adult,,,0,Group,1235,GBP
627,271,Entrance ticket,Adult,1210,GBP,,,1100,GBP
628,271,Entrance ticket,Child,605,GBP,,,550,GBP
629,271,Entrance ticket,Family,3025,GBP,,,2750,GBP
630,271,Entrance ticket,"1 adult, 2 children",1815,GBP,,,1650,GBP
631,271,Entrance ticket,Adult,,,0,Group,990,GBP
632,275,Whole property ,Adult,1650,GBP,,,1500,GBP
633,275,Whole property ,Child,830,GBP,,,750,GBP
634,275,Whole property ,Family,4130,GBP,,,3750,GBP
635,275,Whole property ,"1 adult, 2 children",2480,GBP,,,2250,GBP
636,274,National Trust Member,Adult,,,,,1000,GBP
637,274,National Trust Member,Child,,,,,500,GBP
638,274,Non-National Trust member,Adult,,,,,2900,GBP
639,274,Non-National Trust member,Child,,,,,1400,GBP
640,277,"Castle, garden and watermill",Adult,1430,GBP,,,1300,GBP
641,277,"Castle, garden and watermill",Child,720,GBP,,,650,GBP
642,277,"Castle, garden and watermill",Family,3580,GBP,,,3250,GBP
643,277,"Castle, garden and watermill","1 adult, up to 3 children",2150,GBP,,,1950,GBP
644,278,Portstewart Strand,Adult,,,,,350,GBP
645,279,March - October,Adult,1320,GBP,,,1200,GBP
646,279,March - October,Child,660,GBP,,,600,GBP
647,279,March - October,Family,3300,GBP,,,3000,GBP
648,279,March - October,Family 1 adult,1980,GBP,,,1800,GBP
649,279,From November,Adult,1100,GBP,,,1000,GBP
650,279,From November,Child,550,GBP,,,500,GBP
651,279,From November,Family,2750,GBP,,,2500,GBP
652,279,From November,Family 1 adult,1650,GBP,,,1500,GBP
653,281,Whole property,Adult,,,,,440,GBP
654,281,Whole property,Child,,,,,220,GBP
655,281,Whole property,Family,,,,,1100,GBP
656,282,Chapel and exhibition,Adult,1000,GBP,,,900,GBP
657,282,Chapel and exhibition,Child,500,GBP,,,450,GBP
658,282,Chapel and exhibition,Family,2500,GBP,,,2250,GBP
659,282,Chapel and exhibition,,,,,,1800,GBP
660,288,Whole Property March 1- Dec 31,Adult,,,,,1000,GBP
661,288,Whole Property March 1- Dec 31,Child,,,,,500,GBP
662,288,Whole Property March 1- Dec 31,Family,,,,,2500,GBP
663,288,Whole Property March 1- Dec 31,"Family, 1 adult",,,,,1500,GBP
664,291,Whole site,Adult,1650,GBP,,,1500,GBP
665,291,Whole site,Child,830,GBP,,,750,GBP
666,291,Whole site,Family,4130,GBP,,,3750,GBP
667,291,Whole site,"1 adult, 2 children",2480,GBP,,,2250,GBP
668,291,Whole site,Adult,,,0,Group,1425,GBP
669,291,Whole site,Child,,,0,Group,710,GBP
670,292,Whole property,Adult,1210,GBP,,,1100,GBP
671,292,Whole property,Child,610,GBP,,,550,GBP
672,292,Whole property,Family,3030,GBP,,,2750,GBP
673,292,Whole property,Up to three children aged 5-17,1820,GBP,,,1650,GBP
674,292,Whole property,Adult,,,15,Group,1000,GBP
675,292,Whole property,Child,,,15,Group,500,GBP
676,296,House and garden,Adult,1540,GBP,,,1400,GBP
677,296,House and garden,Child,770,GBP,,,700,GBP
678,296,House and garden,Family,3850,GBP,,,3500,GBP
679,296,House and garden,Family with one adult,2310,GBP,,,2100,GBP
680,294,Car park,Car park all day,,,,,400,GBP
681,297,Whole estate,Adult,1100,GBP,,,1000,GBP
682,297,Whole estate,Child,550,GBP,,,500,GBP
683,297,Whole estate,Family,2750,GBP,,,2500,GBP
684,297,Whole estate,"1 adult, 2 children",1650,GBP,,,1500,GBP
685,297,Whole estate,Adult,,,0,Group,700,GBP
686,297,Whole estate,Child,,,0,Group,450,GBP
687,295,Alexander Keiller Museum,Adult,550,GBP,,,500,GBP
688,295,Alexander Keiller Museum,Child,280,GBP,,,250,GBP
689,295,Alexander Keiller Museum,Family,1380,GBP,,,1250,GBP
690,295,Alexander Keiller Museum,Family with one adult,830,GBP,,,750,GBP
691,295,Alexander Keiller Museum,Adult,,,15,Group,475,GBP
692,295,Alexander Keiller Museum,Child,,,15,Group,237,GBP
693,295,Avebury Manor and Garden,Adult,1210,GBP,,,1100,GBP
694,295,Avebury Manor and Garden,Child,610,GBP,,,550,GBP
695,295,Avebury Manor and Garden,Family,3030,GBP,,,2750,GBP
696,295,Avebury Manor and Garden,Family with one adult,1820,GBP,,,1650,GBP
697,295,Avebury Manor and Garden,Adult,,,15,Group,1045,GBP
698,295,Avebury Manor and Garden,Child,,,15,Group,522,GBP
699,295,Avebury Manor Garden,Adult,550,GBP,,,500,GBP
700,295,Avebury Manor Garden,Child,280,GBP,,,250,GBP
701,295,Avebury Manor Garden,Family,1380,GBP,,,1250,GBP
702,295,Avebury Manor Garden,Family with one adult,830,GBP,,,750,GBP
703,295,Avebury Manor Garden,Adult,,,15,Group,475,GBP
704,295,Avebury Manor Garden,Child,,,15,Group,237,GBP
705,295,Avebury Manor guided tours,Adult,,,,,500,GBP
706,295,Avebury Manor guided tours,Child,,,,,250,GBP
707,295,Avebury Manor guided tours,Family,,,,,1250,GBP
708,295,Avebury Manor guided tours,Family with one adult,,,,,750,GBP
709,295,Avebury Manor guided tours,Adult,,,15,Group,475,GBP
710,295,Avebury Manor guided tours,Child,,,15,Group,237,GBP
711,295,Stone Circles tour,Adult,,,,,500,GBP
712,295,Stone Circles tour,Child,,,,,250,GBP
713,295,Stone Circles tour,Adult,,,15,Group,475,GBP
714,295,Stone Circles tour,Child,,,15,Group,237,GBP
715,298,House & garden,Adult,770,GBP,,,700,GBP
716,298,House & garden,Child,385,GBP,,,350,GBP
717,298,House & garden,Family,1930,GBP,,,1750,GBP
718,298,House & garden,Family one adult,1200,GBP,,,1050,GBP
719,298,House & garden,Adult,,,0,Group,665,GBP
720,298,House & garden,Child,,,0,Group,333,GBP
721,301,Car parking,Car Park ,,,,,500,GBP
722,301,House,Adult,880,GBP,,,800,GBP
723,301,House,Child,440,GBP,,,400,GBP
724,301,House,Family,2200,GBP,,,2000,GBP
725,301,House,"1 adult, 2 children ",,,,,1200,GBP
726,305,House and grounds,Adult,1050,GBP,,,950,GBP
727,305,House and grounds,Child,525,GBP,,,475,GBP
728,305,House and grounds,Family,2620,GBP,,,2375,GBP
729,305,House and grounds,1 adult and 3 children,1570,GBP,,,1425,GBP
730,304,Guided Experience ,Adult,,,,,850,GBP
731,304,Guided Experience ,Child,,,,,425,GBP
732,304,Guided Experience ,Family,,,,,2125,GBP
733,304,Guided Experience ,One adult family,,,,,1275,GBP
734,307,Park and Gardens,Adult,,,,,700,GBP
735,307,Park and Gardens,Child,,,,,350,GBP
736,307,Park and Gardens,Family,,,,,1750,GBP
737,307,Park and Gardens,Adult,,,15,Group,665,GBP
738,307,Park and Gardens,Child,,,15,Group,335,GBP
739,307,House,Adult,1100,GBP,,,1000,GBP
740,307,House,Child,550,GBP,,,500,GBP
741,307,House,Family,2750,GBP,,,2500,GBP
742,307,House,Adult,,,0,Group,950,GBP
743,307,House,Child,,,0,Group,475,GBP
744,309,Whole property,Adult,550,GBP,,,500,GBP
745,309,Whole property,Child,280,GBP,,,250,GBP
746,309,Whole property,Family,1380,GBP,,,1250,GBP
747,309,Whole property,1 adult family,830,GBP,,,750,GBP
748,309,Whole property,Adult,,,15,Group,450,GBP
749,312,From 1 August 2022,Adult,1540,GBP,,,1400,GBP
750,312,From 1 August 2022,Child,770,GBP,,,700,GBP
751,312,From 1 August 2022,Family,3850,GBP,,,3500,GBP
752,312,From 1 August 2022,"1 adult, 2 children",2310,GBP,,,2100,GBP
753,314,Entry price ,Adult,1430,GBP,,,1300,GBP
754,314,Entry price ,Child,720,GBP,,,650,GBP
755,314,Entry price ,Family,3580,GBP,,,3250,GBP
756,314,Entry price ,Family one adult ,2150,GBP,,,1950,GBP
757,314,Entry price ,Adult,,,15,Group,1235,GBP
758,316,Non-member admission,Adult,,,,,800,GBP
759,316,Non-member admission,Child,,,,,400,GBP
760,316,Non-member admission,Family,,,,,2000,GBP
761,316,Non-member admission,Family (1 adult),,,,,1200,GBP
762,316,Non-member car park charges,Car park,,,,,200,GBP
763,318,House,Adult,,,,,1000,GBP
764,318,House,Child,,,,,500,GBP
765,319,Whole property,Adult,1430,GBP,,,1300,GBP
766,319,Whole property,Child,720,GBP,,,650,GBP
767,319,Whole property,Family,3580,GBP,,,3250,GBP
768,319,Whole property,One adult family,2150,GBP,,,1950,GBP
769,323,Whole property,Adult,720,GBP,,,650,GBP
770,323,Whole property,Child,360,GBP,,,325,GBP
771,323,Whole property,Family,1790,GBP,,,1625,GBP
772,323,Whole property,"1 adult, up to 3 children",1080,GBP,,,975,GBP
773,322,Whole property,Adult,1100,GBP,,,1000,GBP
774,322,Whole property,Child,550,GBP,,,500,GBP
775,322,Whole property,Family,2750,GBP,,,2500,GBP
776,322,Whole property,"1 adult, 2 Children",1650,GBP,,,1500,GBP
777,322,Whole property,Adult,,,15,Group,995,GBP
778,322,Whole property,Child,,,15,Group,475,GBP
779,325,Whole property,Adult,990,GBP,,,900,GBP
780,325,Whole property,Child,500,GBP,,,450,GBP
781,325,Whole property,Family,2480,GBP,,,2250,GBP
782,325,Whole property,1 adult 2 children,1490,GBP,,,1350,GBP
783,324,Whole property 3 March - 31 October.,Adult,1100,GBP,,,1000,GBP
784,324,Whole property 3 March - 31 October.,Child,605,GBP,,,550,GBP
785,324,Whole property 3 March - 31 October.,Family,2750,GBP,,,2500,GBP
786,324,Whole property 3 March - 31 October.,Single adult family,1650,GBP,,,1500,GBP
787,326,Full Lake Cruise,Adult,,,,,2350,GBP
788,326,Full Lake Cruise,Child,,,,,1175,GBP
789,326,Full Lake Cruise,Family,,,,,5875,GBP
790,326,Full Lake Cruise,Adult,,,15,Group,2000,GBP
791,326,North Lake Cruise,Adult,,,,,1750,GBP
792,326,North Lake Cruise,Child,,,,,875,GBP
793,326,North Lake Cruise,Family,,,,,4375,GBP
794,326,North Lake Cruise,Adult,,,15,Group,1490,GBP
795,326,South Lake Cruise,Adult,,,,,1750,GBP
796,326,South Lake Cruise,Child,,,,,875,GBP
797,326,South Lake Cruise,Family,,,,,4375,GBP
798,326,South Lake Cruise,Adult,,,15,Group,1490,GBP
799,330,Stainsby Mill,Adult,610,GBP,,,550,GBP
800,330,Stainsby Mill,Child,310,GBP,,,275,GBP
801,330,Stainsby Mill,Family,1520,GBP,,,1375,GBP
802,330,Stainsby Mill,"1 Adult, 3 Children ",910,GBP,,,825,GBP
803,333,Whole property,Adult,720,GBP,,,650,GBP
804,333,Whole property,Child,360,GBP,,,325,GBP
805,333,Whole property,Family,1790,GBP,,,1625,GBP
806,334,Guided Experience,Adult,,,,,550,GBP
807,334,Guided Experience,Child,,,,,275,GBP
808,334,Guided Experience,Family,,,,,1375,GBP
809,334,Guided Experience,One-adult family,,,,,825,GBP
810,335,Walking trails,Adult,1100,GBP,,,1000,GBP
811,335,Walking trails,Child,550,GBP,,,500,GBP
812,335,Walking trails,Family,2750,GBP,,,2500,GBP
813,335,Walking trails,"Family, one adult",1650,GBP,,,1500,GBP
814,337,National Trust Stowe,Adult,1430,GBP,,,1300,GBP
815,337,National Trust Stowe,Child,720,GBP,,,650,GBP
816,337,National Trust Stowe,Family,3580,GBP,,,3250,GBP
817,337,National Trust Stowe,Family One Adult,2150,GBP,,,1950,GBP
818,339,Prices from 26 September,Adult,990,GBP,,,900,GBP
819,339,Prices from 26 September,Child,495,GBP,,,450,GBP
820,339,Prices from 26 September,Family,2475,GBP,,,2250,GBP
821,339,Prices from 26 September,"1 adult, 2 children",1485,GBP,,,1350,GBP
822,340,Hall and parkland admission,Adult,1540,GBP,,,1400,GBP
823,340,Hall and parkland admission,Child,770,GBP,,,700,GBP
824,340,Hall and parkland admission,Family,3850,GBP,,,3500,GBP
825,340,Hall and parkland admission,"1 adult, up to 3 children",2310,GBP,,,2100,GBP
826,340,Parkland admission,Adult,990,GBP,,,900,GBP
827,340,Parkland admission,Child,500,GBP,,,450,GBP
